Name,Price,Rating,Processor,RAM,Storage,Operating_System,Other_Spec,URL,Description
DELL Inspiron,46900.0,3.9,Intel Core i5 11th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/dell-inspiron-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm108ece6bfe39a?pid=COMGF478XMB8URCH&lid=LSTCOMGF478XMB8URCHVRQY8G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_899&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMGF478XMB8URCH.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core i5 11th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
ASUS Zenbook Duo OLED AI PC,144990.0,5.0,Intel Core Ultra 5,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-zenbook-duo-oled-ai-pc-intel-core-ultra-5-125h-16-gb-1-tb-ssd-windows-11-home-ux8406ma-ql551ws-dual-screen-laptop/p/itm604adf73d3817?pid=COMGYSFGRHEUWXPM&lid=LSTCOMGYSFGRHEUWXPMJ9CZZX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_900&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMGYSFGRHEUWXPM.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 5, 16 GB, 1 TB SSD, Windows 11 Home"
"ASUS ROG Zephyrus G16 Powered,",209990.0,4.2,Intel Core Ultra 9,Unknown,Unknown,Unknown,Unknown,https://www.flipkart.com/asus-rog-zephyrus-g16-powered-intel-evo-h-series-90whrs-battery-ai-pc-core-ultra-9-185h-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-105-w-gu605mi-qp253ws-gaming-laptop/p/itm853be665e12f6?pid=COMGZW3F7UV8BG8Z&lid=LSTCOMGZW3F7UV8BG8ZV9MCSW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_903&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMGZW3F7UV8BG8Z.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,Intel Core Ultra 9
DELL,35990.0,4.1,Intel Core i3 13th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm75c77174f31e5?pid=COMH4CGG5VEEXNNQ&lid=LSTCOMH4CGG5VEEXNNQL9I7XU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_904&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMH4CGG5VEEXNNQ.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
ASUS Expertbook P5 full metal AI PC,119990.0,4.2,Intel Core Ultra 7,32 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-expertbook-p5-full-metal-ai-pc-intel-core-ultra-7-258v-32-gb-1-tb-ssd-windows-11-home-p5405csa-nz0215ws-thin-light-laptop/p/itm9a04cfff0490d?pid=COMH9C7XMARA4WWW&lid=LSTCOMH9C7XMARA4WWWXRSYM4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_905&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMH9C7XMARA4WWW.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 7, 32 GB, 1 TB SSD, Windows 11 Home"
Infinix X Air Pro+,49990.0,4.5,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/infinix-x-air-pro-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-xl434-thin-light-laptop/p/itmfcb2ba7a2f7a8?pid=COMH5MKHDFPBG389&lid=LSTCOMH5MKHDFPBG3894REVRM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_906&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMH5MKHDFPBG389.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
RedmiBook 15 Core i3 11th Gen,39999.0,4.2,Unknown,8 GB,512 GB SSD,Windows 10 Home,['Thin and Light'],https://www.flipkart.com/redmibook-15-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-thin-light-laptop/p/itm9ef09096fc748?pid=COMG5RQ2HEYHCJEC&lid=LSTCOMG5RQ2HEYHCJECYGSMAB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_909&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMG5RQ2HEYHCJEC.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"8 GB, 512 GB SSD, Windows 10 Home, Thin and Light"
DELL Vostro 3400,46009.0,3.6,Intel Core i5 11th Gen,8 GB,1 TB HDD,Windows 11 Home,Unknown,https://www.flipkart.com/dell-vostro-3400-intel-core-i5-11th-gen-1135g7-8-gb-1-tb-hdd-windows-11-home-business-laptop/p/itm23f2fc608a282?pid=COMFY6GUYGCGYRMT&lid=LSTCOMFY6GUYGCGYRMT1BMWSK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_910&otracker=search&fm=organic&iid=d62a321b-0a88-419d-9842-eb95997bc669.COMFY6GUYGCGYRMT.SEARCH&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core i5 11th Gen, 8 GB, 1 TB HDD, Windows 11 Home"
SAMSUNG Galaxy Book5 Pro AI PC Full Metal Chasis,149990.0,4.2,Intel Core Ultra 7,16 GB,512 GB SSD,Unknown,Unknown,https://www.flipkart.com/samsung-galaxy-book5-pro-ai-pc-full-metal-chasis-intel-core-ultra-7-256v-16-gb-512-gb-ssd-windows-11-home-np960xha-thin-light-laptop/p/itmb62602d502fd5?pid=COMH9PHPFYJSJKH7&lid=LSTCOMH9PHPFYJSJKH7SSDAR0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_38_911&otracker=search&fm=organic&iid=en_LNHbMPzkeBCjC28cSMscQ1NO92Btt2j3iPjLMqtopUMRCLr3kaA2wvkZoTDDgocBMUELuck2B3Uk8yDjreAUG_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=nx6aoo57hc0000001746640574504&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 7, 16 GB, 512 GB SSD"
HP Victus,92990.0,4.3,Intel Core i7 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-intel-core-i7-13th-gen-13700h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15-fa1064tx-gaming-laptop/p/itm37d4e3cd4f62e?pid=COMGRNGYGMZZXB5R&lid=LSTCOMGRNGYGMZZXB5RLVIODO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_913&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGRNGYGMZZXB5R.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
HP,46990.0,4.7,AMD Ryzen 5 7520U,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-14-hr0001au-thin-light-laptop/p/itm033a2153736a2?pid=COMGYJF88F7XGPGF&lid=LSTCOMGYJF88F7XGPGFBEWPXT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_914&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGYJF88F7XGPGF.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 7520U, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
MSI Vector GP78HX,284999.0,4.2,Intel Core i9 13th Gen,32 GB,2 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-vector-gp78hx-intel-core-i9-13th-gen-13980hx-32-gb-2-tb-ssd-windows-11-home-16-gb-graphics-nvidia-geforce-rtx-4090-240-hz-13vi-409in-gaming-laptop/p/itm6660ae2457ce2?pid=COMGRDC8SESHF9SR&lid=LSTCOMGRDC8SESHF9SRFILJSP&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_915&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGRDC8SESHF9SR.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core i9 13th Gen, 32 GB, 2 TB SSD, Windows 11 Home"
Lenovo,39990.0,4.2,Intel Core i3 13th Gen,8 GB,512 GB HDD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-intel-core-i3-13th-gen-8-gb-512-gb-hdd-512-ssd-windows-11-home-8-graphics-82x700c7in-laptop/p/itmcc408a4a6cd0b?pid=COMH8AK5HNFHBHPV&lid=LSTCOMH8AK5HNFHBHPVPNQWE0&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_916&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMH8AK5HNFHBHPV.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 512 GB HDD, Windows 11 Home"
ASUS Zenbook Duo OLED AI PC,159990.0,4.7,Intel Core Ultra 7,32 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-zenbook-duo-oled-ai-pc-intel-core-ultra-7-155h-32-gb-1-tb-ssd-windows-11-home-ux8406ma-ql761ws-dual-screen-laptop/p/itm604adf73d3817?pid=COMGYSFGNQ3YTYNQ&lid=LSTCOMGYSFGNQ3YTYNQ1W7MXD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_919&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGYSFGNQ3YTYNQ.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 7, 32 GB, 1 TB SSD, Windows 11 Home"
HP 14s,28890.0,4.0,Intel Pentium,8 GB,256 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-14s-intel-pentium-quad-core-n6000-8-gb-256-gb-ssd-windows-11-home-14s-dq3033tu-thin-light-laptop/p/itmf0041434e3343?pid=COMGBH9JGTXR9H5J&lid=LSTCOMGBH9JGTXR9H5J8PE6XX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_920&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGBH9JGTXR9H5J.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Pentium, 8 GB, 256 GB SSD, Windows 11 Home, Thin and Light"
HP 15 G9,27250.0,4.2,AMD Ryzen 3 3250U,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-15-g9-2025-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm7d491b238bc7b?pid=COMH9Z2WMAZ8MJC6&lid=LSTCOMH9Z2WMAZ8MJC6RVLME2&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_923&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMH9Z2WMAZ8MJC6.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 3250U, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Acer,26890.0,4.2,AMD Ryzen 3 5th Gen,8 GB,Unknown,Windows 11 Home,Unknown,https://www.flipkart.com/acer-amd-ryzen-3-quad-core-5th-gen-8-gb-windows-11-home-un-31zsi-004-laptop/p/itm130746bcc0e38?pid=COMH26NN7FGVHHZ6&lid=LSTCOMH26NN7FGVHHZ6NFABK4&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_924&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMH26NN7FGVHHZ6.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3 5th Gen, 8 GB, Windows 11 Home"
MSI Vector GP68HX,236999.0,4.2,Intel Core i9 13th Gen,32 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-vector-gp68hx-intel-core-i9-13th-gen-13980hx-32-gb-1-tb-ssd-windows-11-home-12-gb-graphics-nvidia-geforce-rtx-4080-240-hz-13vh-072in-gaming-laptop/p/itm6660ae2457ce2?pid=COMGRDC8BTHZWHWV&lid=LSTCOMGRDC8BTHZWHWV8TMSRU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_925&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGRDC8BTHZWHWV.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core i9 13th Gen, 32 GB, 1 TB SSD, Windows 11 Home"
"ASUS Zenbook 14 OLED with Office 2024 + M365 Basic*, AI PC",127990.0,3.3,Intel Core Ultra 7,32 GB,Unknown,Unknown,Unknown,https://www.flipkart.com/asus-zenbook-14-oled-2025-office-2024-m365-basic-ai-pc-intel-core-ultra-7-255h-32-gb-1-tb-ssd-windows-11-home-ux3405ca-pz163ws-thin-light-laptop/p/itm7311c4cdec563?pid=COMH89EBBZAJBHD4&lid=LSTCOMH89EBBZAJBHD4AY49YO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_926&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMH89EBBZAJBHD4.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 7, 32 GB"
ASUS,75390.0,4.2,Intel Core i7 12th Gen,16 GB,512 GB SSD,Windows 11 Home,['NVIDIA GeForce RT...'],https://www.flipkart.com/asus-intel-core-i7-12th-gen-12700h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fx577zc-hn193w-gaming-laptop/p/itmc3600f8877d0d?pid=COMH274VYKCHUVAW&lid=LSTCOMH274VYKCHUVAWWK40YN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_929&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMH274VYKCHUVAW.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core i7 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home, NVIDIA GeForce RT..."
ASUS Vivobook Pro 15 OLED For Creator,64999.0,4.3,AMD Ryzen 5 5600H,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/asus-vivobook-pro-15-oled-creator-amd-ryzen-5-hexa-core-5600hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-m6500qfb-lk541ws-gaming-laptop/p/itm543a723ef2bbc?pid=COMGQ9HGDGGNN9T8&lid=LSTCOMGQ9HGDGGNN9T8J5EMIE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_930&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGQ9HGDGGNN9T8.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"AMD Ryzen 5 5600H, 16 GB, 512 GB SSD, Windows 11 Home"
HP,52990.0,4.2,AMD Ryzen 7 5700U,16 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15s-ey2001au-thin-light-laptop/p/itm0115cd7cec20e?pid=COMGQY48UH6RHN5M&lid=LSTCOMGQY48UH6RHN5MMAXQOT&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_933&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGQY48UH6RHN5M.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"AMD Ryzen 7 5700U, 16 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
HP 14R,32790.0,4.2,Intel Core i3 13th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-14r-2025-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-g9-thin-light-laptop/p/itm25399a861c117?pid=COMH9ZDYJCF8D6TZ&lid=LSTCOMH9ZDYJCF8D6TZS4RCUZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_934&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMH9ZDYJCF8D6TZ.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core i3 13th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
Acer ALG,55990.0,4.5,Intel Core i5 12th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-alg-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-al15g-52-gaming-laptop/p/itm49baa92c8edd3?pid=COMH2TPSA8VD24VJ&lid=LSTCOMH2TPSA8VD24VJNSBV2G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_935&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMH2TPSA8VD24VJ.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core i5 12th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
MSI Vector GP68HX,157999.0,4.2,Intel Core i7 13th Gen,16 GB,1 TB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/msi-vector-gp68hx-intel-core-i7-13th-gen-13700hx-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-240-hz-gp68-hx-13vg-214in-gaming-laptop/p/itm6660ae2457ce2?pid=COMGR5S3MNGEZDEN&lid=LSTCOMGR5S3MNGEZDENEIXHUQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_39_936&otracker=search&fm=organic&iid=528999f9-f9b3-4f01-adc8-09b86da12908.COMGR5S3MNGEZDEN.SEARCH&ppt=None&ppn=None&ssid=bvrl36wq2o0000001746640618223&qH=c06ea84a1e3dc3c6,"Intel Core i7 13th Gen, 16 GB, 1 TB SSD, Windows 11 Home"
Lenovo,26890.0,4.0,AMD Ryzen 3,8 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-amd-ryzen-3-octa-core-8-gb-512-gb-ssd-windows-11-home-g4-82yta00xin-laptop/p/itm26138c67d404e?pid=COMGT7FUFCHEH9Z9&lid=LSTCOMGT7FUFCHEH9Z9AJ6WQW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_939&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMGT7FUFCHEH9Z9.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"AMD Ryzen 3, 8 GB, 512 GB SSD, Windows 11 Home"
Lenovo IdeaPad Slim 5,61500.0,4.2,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-14irl8-thin-light-laptop/p/itm95fa1ff34e75c?pid=COMGRU9ZRGNNBNGD&lid=LSTCOMGRU9ZRGNNBNGDFJ5LEM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_940&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMGRU9ZRGNNBNGD.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
MSI Creator M16 HX,139990.0,4.2,Intel Core i7 14th Gen,32 GB,1 TB SSD,Windows 11 Pro,Unknown,https://www.flipkart.com/msi-creator-m16-hx-intel-core-i7-14th-gen-14700hx-32-gb-1-tb-ssd-windows-11-pro-8-gb-graphics-nvidia-geforce-rtx-4060-240-hz-c14vfg-618in-gaming-laptop/p/itm30e0a6728e60f?pid=COMH2Z7QTGYKWAZV&lid=LSTCOMH2Z7QTGYKWAZVCK66AE&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_943&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMH2Z7QTGYKWAZV.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"Intel Core i7 14th Gen, 32 GB, 1 TB SSD, Windows 11 Pro"
DELL,77490.0,4.1,Intel Core i5 13th Gen,16 GB,1 TB SSD,Windows 11 Home,['NVIDIA GeForce RTX'],https://www.flipkart.com/dell-intel-core-i5-13th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3050-g15-5530-gaming-laptop/p/itme3ae9f2792f1a?pid=COMH3GYMBFZ7QJU7&lid=LSTCOMH3GYMBFZ7QJU7XCELVN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_944&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMH3GYMBFZ7QJU7.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 1 TB SSD, Windows 11 Home, NVIDIA GeForce RTX"
HP 14s,38990.0,4.2,Intel Core i3 11th Gen,8 GB,512 GB SSD,Windows 11 Home,['Thin and Light'],https://www.flipkart.com/hp-14s-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-14s-dq2606tu-thin-light-laptop/p/itm2578df2a9e66a?pid=COMGCGSTN9R4WPQV&lid=LSTCOMGCGSTN9R4WPQV4QIRNC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_945&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMGCGSTN9R4WPQV.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"Intel Core i3 11th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Thin and Light"
"ASUS Zenbook 14 OLED with Office 2024 + M365 Basic*, AI PC",155990.0,4.2,Intel Core Ultra 9,32 GB,Unknown,Unknown,Unknown,https://www.flipkart.com/asus-zenbook-14-oled-2025-office-2024-m365-basic-ai-pc-intel-core-ultra-9-285h-32-gb-1-tb-ssd-windows-11-home-ux3405ca-pz164ws-thin-light-laptop/p/itm7311c4cdec563?pid=COMH89EB74JSYNNZ&lid=LSTCOMH89EB74JSYNNZDQUSIK&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_946&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMH89EB74JSYNNZ.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"Intel Core Ultra 9, 32 GB"
Lenovo IdeaPad Gaming 3,58999.0,4.3,Intel Core i5 11th Gen,8 GB,512 GB SSD,Windows 11 Home,['Gaming'],https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-11300h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itmc4612af4ab758?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_950&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMGBNFUHREA8EJN.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"Intel Core i5 11th Gen, 8 GB, 512 GB SSD, Windows 11 Home, Gaming"
HP Victus,81999.0,4.2,Intel Core i5 13th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15-fa1060tx-gaming-laptop/p/itm37d4e3cd4f62e?pid=COMGRNGYHHFXQUYR&lid=LSTCOMGRNGYHHFXQUYRUT5MS6&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_953&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMGRNGYHHFXQUYR.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"Intel Core i5 13th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
Acer,44990.0,4.1,Intel Core i5 11th Gen,16 GB,512 GB SSD,Windows 11 Home,Unknown,https://www.flipkart.com/acer-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-al15-51-laptop/p/itm130746bcc0e38?pid=COMGTQ543NRKJ7ZN&lid=LSTCOMGTQ543NRKJ7ZNXGFW35&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_40_954&otracker=search&fm=organic&iid=a5553434-3a0b-4552-a42b-dc23194e63cc.COMGTQ543NRKJ7ZN.SEARCH&ppt=None&ppn=None&ssid=0s6zcesids0000001746640660815&qH=c06ea84a1e3dc3c6,"Intel Core i5 11th Gen, 16 GB, 512 GB SSD, Windows 11 Home"
